signalID,zoneGroup,zone,corridor,subcorridor,agency,mainStreetName,sideStreetName,milepost,asOf,duplicate,include,modified,note,county,city,latitude,longitude,priority,classification
"4095","Southwest","District 4","Ocilla DT - Irwin","","GDOT","SR 11","SR 32","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Irwin","Ocilla",31.59424,-83.25053,"Neutral","Other"
"4096","Southwest","District 4","Isolated - Thomas","","GDOT","SR 38","Dogwood Dr","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83513,-83.94005,"High","Progression"
"4097","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","Pinetree Blvd S","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.81716,-84.00073,"Neutral","Other"
"4098","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","Metcalf Rd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.81266,-84.00622,"Neutral","Other"
"4099","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","Hall Rd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.87401,-83.94711,"Neutral","Other"
"4100","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","SR 3 Alternate","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.8687,-83.99987,"High","Other"
"4101","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","SR 188","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Coolidge",31.01146,-83.86661,"Neutral","Other"
"4102","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","County Line Rd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.87502,-83.9768,"High","Other"
"4103","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","Campbell St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83027,-84.00721,"Neutral","Other"
"4104","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","Cairo Rd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.85185,-84.00681,"Neutral","Other"
"4105","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35","SR 38","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Macon",30.86901,-84.006,"High","Other"
"4106","Southwest","District 4","Isolated - Thomas","","GDOT","SR 3 Ramp","SR 38 Business","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83514,-83.94437,"High","Progression"
"4107","Southwest","District 4","Isolated - Thomas","","GDOT","SR 3","Jackson St E","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.85983,-83.94817,"High","Other"
"4108","Southwest","District 4","Isolated - Thomas","","GDOT","SR 3","Williamsburg Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.84194,-83.94424,"Neutral","Other"
"4109","Southwest","District 4","Isolated - Thomas","","GDOT","SR 3","SR 35","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.87413,-83.95648,"High","Other"
"4110","Southwest","District 4","Isolated - Thomas","","GDOT","SR 3","SR 202","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.90454,-83.97527,"Neutral","Other"
"4111","Southwest","District 4","Isolated - Thomas","","GDOT","SR 3","SR 122","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.85339,-83.94566,"High","Other"
"4112","Southwest","District 4","Isolated - Thomas","","GDOT","SR 35 Connector","SR 35","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Macon",30.87374,-83.93825,"Neutral","Other"
"4113","Southwest","District 4","Isolated - Tift","","GDOT","SR 7","Murray Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.46596,-83.51456,"Neutral","Other"
"4114","Southwest","District 4","Isolated - Tift","","GDOT","SR 7","20th St W","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.47308,-83.5192,"Neutral","Other"
"4115","Southwest","District 4","Isolated - Tift","","GDOT","SR 520","Goff St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44961,-83.49611,"High","Progression"
"4116","Southwest","District 4","Isolated - Tift","","GDOT","SR 35","Oak St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Omega",31.33983,-83.59581,"Neutral","Other"
"4117","Southwest","District 4","Isolated - Tift","","GDOT","SR 7","Southwell Boulevard","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Macon",31.4167,-83.5024,"Neutral","Other"
"4118","Southwest","District 4","Isolated - Tift","","GDOT","SR 35","SR 520","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44562,-83.48646,"High","Other"
"4119","Southwest","District 4","Isolated - Dougherty","","GDOT","SR 3/SR 300/US 19","Holly Dr","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.52925,-84.1156,"Neutral","Other"
"4120","Southwest","District 4","Isolated - Dougherty","","GDOT","SR 3/SR 133/SR 300/US 19","Procter & Gamble North Entrance","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.55609,-84.11504,"High","Other"
"4121","Southwest","District 4","Isolated - Dougherty","","GDOT","SR 234/Gillionville Rd","Lockett Station Rd/Weymouth Dr","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.58575,-84.25124,"Neutral","Other"
"4122","Southwest","District 4","SR 133 - Dougherty","","GDOT","SR 133/SR 234/Moultrie Rd","Power Ln","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.54034,-84.10578,"High","Other"
"4123","Southwest","District 4","SR 133 - Dougherty","","GDOT","SR 133/SR 234/Moultrie Rd","Holly Dr/Mock Rd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.53762,-84.10134,"High","Other"
"4124","Southwest","District 4","SR 133 - Dougherty","","GDOT","SR 133/SR 234/Moultrie Rd","SR 3/SR 133/SR 300/US 19 SB Ramps","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.54738,-84.11734,"High","Other"
"4125","Southwest","District 4","SR 133 - Dougherty","","GDOT","SR 133/SR 234/Moultrie Rd","SR 3/SR 133/SR 300/US 19 NB Ramps","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Dougherty","Albany",31.54451,-84.11275,"High","Other"
"4126","Southwest","District 4","SR 520 - Lee","","GDOT","SR 520","Oakland Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.66405,-84.28013,"High","Other"
"4127","Southwest","District 4","SR 520 - Lee","","GDOT","SR 520","Doublegate Dr","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.63587,-84.24651,"High","Progression"
"4128","Southwest","District 4","SR 3 - Lee","","GDOT","SR 3","Ledo Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.62306,-84.17699,"Neutral","Progression"
"4129","Southwest","District 4","SR 3 - Lee","","GDOT","SR 3","SR 32","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.73209,-84.17218,"Neutral","Other"
"4130","Southwest","District 4","SR 3 - Lee","","GDOT","SR 3","SR 133","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.65674,-84.173,"Neutral","Other"
"4131","Southwest","District 4","SR 3 - Lee","","GDOT","SR 3","Dawson Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.71996,-84.17225,"Neutral","Other"
"4132","Southwest","District 4","SR 3 - Lee","","GDOT","SR 3","Cedric St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Leesburg",31.63364,-84.17653,"Neutral","Progression"
"4133","Southwest","District 4","SR 520 - Lee","","GDOT","SR 520","Fussell Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Macon",31.62928,-84.23851,"High","Progression"
"4134","Southwest","District 4","SR 3 - Lee","","GDOT","SR 3/US 19","Century Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Lee","Macon",31.67925,-84.17259,"Neutral","Other"
"4135","Southwest","District 4","Isolated - Mitchell","","GDOT","SR 3","SR 93","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Mitchell","Baconton",31.37963,-84.15012,"Neutral","Other"
"4136","Southwest","District 4","Isolated - Mitchell","","GDOT","SR 3","Cagle Keystone Factory Entrance","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Mitchell","Camilla",31.28104,-84.18802,"Neutral","Other"
"4137","Southwest","District 4","Tifton DT - Tift","","GDOT","SR 7","Central Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.46361,-83.50703,"Neutral","Progression"
"4138","Southwest","District 4","SR 7 Tifton Downtown - Tift","","GDOT","SR 7","9th St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44869,-83.50832,"Neutral","Progression"
"4139","Southwest","District 4","SR 7 Tifton Downtown - Tift","","GDOT","SR 7","8th St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45963,-83.507,"Neutral","Progression"
"4140","Southwest","District 4","SR 7 Tifton Downtown - Tift","","GDOT","SR 7","4th St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.4561,-83.50851,"Neutral","Progression"
"4141","Southwest","District 4","SR 7 Tifton Downtown - Tift","","GDOT","SR 7","3rd St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45228,-83.50967,"Neutral","Progression"
"4142","Southwest","District 4","SR 7 Tifton Downtown - Tift","","GDOT","SR 7","2nd St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45445,-83.50922,"Neutral","Progression"
"4143","Southwest","District 4","Tifton DT - Tift","","GDOT","SR 7","12th St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.46313,-83.50552,"Neutral","Progression"
"4144","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Virginia","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45044,-83.52795,"High","Progression"
"4145","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Tift Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45082,-83.50777,"High","Progression"
"4146","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Ridge Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45067,-83.51655,"High","Progression"
"4147","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","McCormick Dr","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44817,-83.53684,"High","Progression"
"4148","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Magnolia Dr","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45072,-83.52531,"High","Progression"
"4149","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Hunt Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44514,-83.54475,"High","Progression"
"4150","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","SR 7","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45049,-83.509,"High","Progression"
"4151","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520/US 82","I-75/SR 401 NB Ramps","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45026,-83.5296,"High","Progression"
"4152","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","SR 401 Ramp SB","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44995,-83.5322,"High","Progression"
"4153","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Commerce Way","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.45016,-83.51019,"High","Progression"
"4154","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Central Ave W","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.44958,-83.51301,"High","Progression"
"4155","Southwest","District 4","SR 520 Tifton - Tift","","GDOT","SR 520","Carpenter Rd S","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.4445,-83.54685,"High","Progression"
"4156","Southwest","District 4","Isolated - Tift","","GDOT","SR 125","20th St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.47284,-83.5031,"Neutral","Other"
"4157","Southwest","District 4","Tifton DT - Tift","","GDOT","SR 125","12th St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Tift","Tifton",31.46269,-83.50401,"Neutral","Progression"
"4158","Southwest","District 4","SR 7 Tifton Downtown - Tift","","GDOT","SR 520 Bus","Livingston St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.53077,-83.84145,"High","Progression"
"4159","Southwest","District 4","Sylvester Downtown - Worth","","GDOT","SR 520 Bus","Isabella St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.53063,-83.83747,"High","Progression"
"4160","Southwest","District 4","Sylvester Downtown - Worth","","GDOT","SR 520 Bus","SR 33","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.53056,-83.83526,"High","Progression"
"4161","Southwest","District 4","Sylvester Downtown - Worth","","GDOT","SR 520 Bus","SR 313","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.53091,-83.84425,"High","Progression"
"4162","Southwest","District 4","Sylvester Downtown - Worth","","GDOT","SR 33","Kelly St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.52756,-83.83554,"Neutral","Progression"
"4163","Southwest","District 4","Sylvester Downtown - Worth","","GDOT","SR 33","Front St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.52612,-83.83563,"Neutral","Progression"
"4164","Southwest","District 4","Sylvester Downtown - Worth","","GDOT","SR 112","Kelly St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Worth","Sylvester",31.52767,-83.83764,"Neutral","Progression"
"4165","Southwest","District 4","SR 11 North - Ben Hill","","GDOT","SR 11/Sherman St","Sultana Dr","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.72388,-83.25214,"Neutral","Progression"
"4166","Southwest","District 4","SR 11 South - Ben Hill","","GDOT","SR 11/Grant St","Roanoke Dr SB","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.70589,-83.25284,"Neutral","Progression"
"4167","Southwest","District 4","SR 11 North - Ben Hill","","GDOT","SR 11/Sherman St","Roanoke Dr","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.70589,-83.25162,"Neutral","Progression"
"4168","Southwest","District 4","SR 11 North - Ben Hill","","GDOT","SR 11/Sherman St","Pine St E","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.71363,-83.25157,"Neutral","Progression"
"4169","Southwest","District 4","SR 11 South - Ben Hill","","GDOT","SR 11/Grant St","Pine St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.71363,-83.25294,"Neutral","Other"
"4170","Southwest","District 4","SR 11 South - Ben Hill","","GDOT","SR 11/Grant St","US 319/Central Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.71489,-83.25293,"Neutral","Other"
"4171","Southwest","District 4","SR 11 North - Ben Hill","","GDOT","SR 11/Sherman St","Central Ave E","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Ben Hill","Fitzgerald",31.7149,-83.2516,"Neutral","Other"
"4172","Southwest","District 4","SR 30 - Wilcox","","GDOT","SR 30","Gordon St S","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Wilcox","Rochelle",31.95085,-83.45469,"Neutral","Progression"
"4173","Southwest","District 4","SR 30 - Wilcox","","GDOT","SR 30","SR 112","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Wilcox","Rochelle",31.95086,-83.45629,"Neutral","Progression"
"4174","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 37","2nd St SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.1789,-83.78641,"Neutral","Other"
"4175","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 37","2nd St E","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17993,-83.7864,"Neutral","Other"
"4176","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 37","1st St  W","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17994,-83.79006,"Neutral","Other"
"4177","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 37","1st St  SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17895,-83.79006,"Neutral","Other"
"4178","Southwest","District 4","Moultrie East - Colquitt","","GDOT","SR 37","10th St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17881,-83.77686,"Neutral","Progression"
"4179","Southwest","District 4","Moultrie East - Colquitt","","GDOT","SR 35","Lane St  S","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.16918,-83.76167,"Neutral","Progression"
"4180","Southwest","District 4","Isolated - Colquitt","","GDOT","SR 35","Gene McQueen Rd/Shade Murphy Rd","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.10372,-83.79459,"Neutral","Other"
"4181","Southwest","District 4","Isolated - Colquitt","","GDOT","SR 35","SR 33","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.11548,-83.7849,"Neutral","Other"
"4182","Southwest","District 4","Isolated - Colquitt","","GDOT","SR 33/SR 35/SR 133/Veterans Pkwy","SR 33/SR 35/Tifton Hwy","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Macon",31.20845,-83.77876,"High","Other"
"4183","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33/1st St NE","SR 37/E Central Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17994,-83.78761,"Neutral","Other"
"4184","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33/Main St","SR 37/Central Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17995,-83.78885,"Neutral","Other"
"4185","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33/S Main St","SR 37/1st Ave SW","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17894,-83.78883,"Neutral","Other"
"4186","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33/1st St SE","SR 37/1st Ave SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17892,-83.78763,"Neutral","Other"
"4187","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33","2nd Ave SE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.1779,-83.78762,"Neutral","Other"
"4188","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33","2nd Ave  S","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.17792,-83.78886,"Neutral","Other"
"4189","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33","1st Ave NE","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.18094,-83.7876,"Neutral","Other"
"4190","Southwest","District 4","Moultrie Downtown - Colquitt","","GDOT","SR 33","1st Ave  N","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Colquitt","Moultrie",31.18095,-83.78884,"Neutral","Other"
"4191","Southwest","District 4","Adel DT - Cook","","GDOT","SR 7/US 41/Hutchinson Ave","SR 37/Fourth St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.13704,-83.4234,"Neutral","Progression"
"4192","Southwest","District 4","Adel DT - Cook","","GDOT","SR 7/US 41/Hutchinson Ave","Fifth St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.13575,-83.42295,"Neutral","Progression"
"4193","Southwest","District 4","Adel DT - Cook","","GDOT","SR 37/Fourth St","Parrish St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.13726,-83.42246,"Neutral","Progression"
"4194","Southwest","District 4","SR 37 - Cook","","GDOT","SR 37","I-75/SR 401 SB Ramps","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.13648,-83.43984,"High","Progression"
"4195","Southwest","District 4","SR 37 - Cook","","GDOT","SR 37","I-75/SR 401 NB Ramps","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.13546,-83.43799,"High","Progression"
"4196","Southwest","District 4","SR 37 - Cook","","GDOT","SR 37","Elm St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.13456,-83.43306,"High","Progression"
"4197","Southwest","District 4","Adel DT - Cook","","GDOT","SR 37/Fourth St","Burwell Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Cook","Adel",31.1368,-83.42429,"Neutral","Progression"
"4199","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Washington St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83877,-83.98268,"Neutral","Progression"
"4200","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","Madison Ave","Remington Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83592,-83.98007,"Neutral","Progression"
"4201","Southwest","District 4","Isolated - Thomas","","GDOT","SR 38 Business","Pinetree Blvd E","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83518,-83.94777,"Neutral","Progression"
"4202","Southwest","District 4","Isolated - Thomas","","GDOT","SR 38 Business","North Blvd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.84878,-83.99348,"Neutral","Other"
"4203","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Monroe St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83989,-83.98374,"Neutral","Progression"
"4204","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","Smith Ave","Madison Ave","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83508,-83.97916,"Neutral","Progression"
"4205","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Kern St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83551,-83.96807,"Neutral","Progression"
"4206","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Jefferson St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83812,-83.98204,"Neutral","Progression"
"4207","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Hansell St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83555,-83.97192,"Neutral","Progression"
"4208","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","SR 35 Business","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83701,-83.98104,"Neutral","Progression"
"4209","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Dawson St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83559,-83.9761,"Neutral","Progression"
"4210","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Clay St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.8411,-83.98482,"Neutral","Progression"
"4211","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Calhoun St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.84223,-83.98588,"Neutral","Progression"
"4212","Southwest","District 4","SR 38 Bus Thomasville DT - Thomas","","GDOT","SR 38 Business","Broad St","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Thomas","Thomasville",30.83553,-83.97838,"Neutral","Progression"
"4213","Southwest","District 4","SR 7 Cordele - Crisp","","GDOT","SR 7/SR 90/US 41/7th St","14th Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.96578,-83.78262,"High","Progression"
"4214","Southwest","District 4","SR 7 Cordele - Crisp","","GDOT","SR 7/SR 90/US 41/7th St","12th Ave","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.96799,-83.78266,"High","Progression"
"4215","Southwest","District 4","SR 30 Cordele - Crisp","","GDOT","SR 30/SR 90/US 280/16th Ave","SR 90/Midway Rd","","2018-03-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.95893,-83.74596,"Neutral","Other"
"4216","Southwest","District 4","SR 30 Cordele - Crisp","","GDOT","SR 30/SR 90/US 280/16th Ave","SR 7/SR 90US 41/7th St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.96359,-83.78255,"High","Progression"
"4217","Southwest","District 4","SR 30 Cordele - Crisp","","GDOT","SR 30/SR 90/US 280/16th Ave","I-75/SR 401 SB Ramps","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.96008,-83.75223,"High","Progression"
"4218","Southwest","District 4","SR 30 Cordele - Crisp","","GDOT","SR 30/SR 90/US 280/16th Ave","I-75/SR 401 NB Ramps","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.95981,-83.7508,"High","Progression"
"4219","Southwest","District 4","SR 30 Cordele - Crisp","","GDOT","SR 30/SR 90/US 280/16th Ave","5th St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.96363,-83.77945,"High","Progression"
"4220","Southwest","District 4","SR 30 Cordele - Crisp","","GDOT","SR 30/SR 90/US 280/16th Ave","3rd St","","2019-01-01T00:00:00","","1","2022-05-31T00:00:00","","Crisp","Cordele",31.96365,-83.77632,"High","Progression"
